x	baseline	max	best	meta_1	meta_2	meta_3	meta_4	meta_5	meta_6	meta_7	meta_8	meta_9	meta_10	meta_11	meta_12	meta_13	meta_14	meta_15	meta_16	meta_17	meta_18	meta_19	meta_20	meta_21
-0.164912	0.000000	0.000000	0.000000	0.000000	0.000000	0.000070	0.000000	0.000001	0.000002	0.000001	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
-0.161404	0.000000	0.000000	0.000001	0.000000	0.000000	0.000084	0.000000	0.000001	0.000002	0.000001	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000
-0.157895	0.000000	0.000000	0.000001	0.000000	0.000000	0.000100	0.000000	0.000001	0.000003	0.000001	0.000000	0.000000	0.000000	0.000002	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
-0.154386	0.000000	0.000000	0.000001	0.000000	0.000000	0.000120	0.000000	0.000002	0.000004	0.000001	0.000000	0.000000	0.000000	0.000002	0.000002	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000
-0.150877	0.000000	0.000000	0.000001	0.000000	0.000000	0.000143	0.000000	0.000002	0.000004	0.000002	0.000000	0.000000	0.000000	0.000003	0.000002	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000
-0.147368	0.000000	0.000000	0.000002	0.000000	0.000000	0.000170	0.000000	0.000003	0.000006	0.000002	0.000000	0.000000	0.000000	0.000004	0.000003	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000
-0.143860	0.000000	0.000000	0.000002	0.000000	0.000000	0.000202	0.000000	0.000004	0.000007	0.000003	0.000000	0.000000	0.000000	0.000004	0.000004	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000
-0.140351	0.000000	0.000000	0.000003	0.000000	0.000000	0.000239	0.000000	0.000005	0.000008	0.000003	0.000000	0.000000	0.000000	0.000006	0.000005	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	0.000000	0.000006	0.000000
-0.136842	0.000000	0.000000	0.000004	0.000000	0.000000	0.000281	0.000000	0.000006	0.000010	0.000004	0.000000	0.000000	0.000000	0.000007	0.000006	0.000000	0.000000	0.000006	0.000000	0.000000	0.000000	0.000000	0.000007	0.000000
-0.133333	0.000000	0.000000	0.000005	0.000000	0.000000	0.000330	0.000000	0.000007	0.000013	0.000005	0.000000	0.000000	0.000000	0.000009	0.000007	0.000000	0.000000	0.000008	0.000000	0.000000	0.000000	0.000000	0.000009	0.000000
-0.129825	0.000000	0.000000	0.000006	0.000000	0.000000	0.000387	0.000000	0.000009	0.000016	0.000007	0.000000	0.000000	0.000000	0.000011	0.000009	0.000000	0.000000	0.000010	0.000000	0.000000	0.000000	0.000000	0.000011	0.000000
-0.126316	0.000000	0.000000	0.000008	0.000000	0.000000	0.000452	0.000000	0.000011	0.000020	0.000008	0.000000	0.000000	0.000000	0.000013	0.000011	0.000000	0.000000	0.000012	0.000000	0.000000	0.000000	0.000000	0.000014	0.000000
-0.122807	0.000000	0.000000	0.000009	0.000000	0.000000	0.000526	0.000000	0.000014	0.000024	0.000011	0.000000	0.000000	0.000000	0.000016	0.000014	0.000000	0.000000	0.000015	0.000000	0.000000	0.000000	0.000000	0.000017	0.000000
-0.119298	0.000000	0.000000	0.000012	0.000000	0.000000	0.000611	0.000000	0.000017	0.000029	0.000013	0.000000	0.000000	0.000000	0.000020	0.000018	0.000000	0.000000	0.000018	0.000000	0.000000	0.000000	0.000000	0.000021	0.000000
-0.115789	0.000000	0.000000	0.000015	0.000000	0.000000	0.000707	0.000000	0.000021	0.000035	0.000016	0.000000	0.000000	0.000000	0.000025	0.000022	0.000000	0.000000	0.000022	0.000000	0.000000	0.000000	0.000000	0.000026	0.000000
-0.112281	0.000000	0.000000	0.000018	0.000000	0.000000	0.000816	0.000000	0.000026	0.000043	0.000020	0.000000	0.000000	0.000000	0.000030	0.000027	0.000000	0.000000	0.000027	0.000000	0.000000	0.000000	0.000000	0.000032	0.000000
-0.108772	0.000000	0.000000	0.000023	0.000000	0.000000	0.000939	0.000000	0.000032	0.000052	0.000025	0.000000	0.000000	0.000000	0.000037	0.000033	0.000000	0.000000	0.000034	0.000000	0.000000	0.000000	0.000000	0.000039	0.000000
-0.105263	0.000000	0.000000	0.000028	0.000000	0.000000	0.001078	0.000000	0.000039	0.000062	0.000031	0.000000	0.000000	0.000000	0.000045	0.000040	0.000000	0.000000	0.000041	0.000000	0.000000	0.000000	0.000000	0.000047	0.000000
-0.101754	0.000000	0.000000	0.000035	0.000000	0.000000	0.001233	0.000000	0.000048	0.000075	0.000038	0.000000	0.000000	0.000000	0.000055	0.000049	0.000000	0.000001	0.000050	0.000000	0.000000	0.000000	0.000000	0.000057	0.000000
-0.098246	0.000000	0.000000	0.000043	0.000000	0.000000	0.001406	0.000000	0.000058	0.000090	0.000047	0.000000	0.000000	0.000000	0.000066	0.000059	0.000000	0.000001	0.000061	0.000000	0.000000	0.000000	0.000000	0.000069	0.000000
-0.094737	0.000000	0.000000	0.000052	0.000000	0.000001	0.001599	0.000000	0.000071	0.000108	0.000057	0.000000	0.000000	0.000000	0.000080	0.000072	0.000000	0.000001	0.000073	0.000000	0.000000	0.000000	0.000000	0.000083	0.000000
-0.091228	0.000000	0.000000	0.000064	0.000000	0.000001	0.001813	0.000000	0.000085	0.000128	0.000069	0.000000	0.000000	0.000000	0.000096	0.000086	0.000000	0.000001	0.000089	0.000000	0.000000	0.000000	0.000000	0.000099	0.000000
-0.087719	0.000000	0.000000	0.000078	0.000000	0.000001	0.002050	0.000001	0.000103	0.000152	0.000084	0.000000	0.000000	0.000000	0.000116	0.000104	0.000000	0.000002	0.000106	0.000000	0.000000	0.000000	0.000000	0.000119	0.000000
-0.084211	0.000000	0.000000	0.000094	0.000000	0.000001	0.002310	0.000001	0.000124	0.000181	0.000102	0.000000	0.000000	0.000000	0.000138	0.000125	0.000000	0.000002	0.000128	0.000000	0.000000	0.000000	0.000000	0.000142	0.000000
-0.080702	0.000000	0.000000	0.000114	0.000000	0.000001	0.002596	0.000001	0.000148	0.000214	0.000123	0.000000	0.000000	0.000000	0.000165	0.000149	0.000000	0.000003	0.000152	0.000000	0.000000	0.000000	0.000000	0.000169	0.000000
-0.077193	0.000000	0.000000	0.000137	0.000000	0.000002	0.002909	0.000001	0.000177	0.000252	0.000147	0.000000	0.000000	0.000000	0.000196	0.000178	0.000000	0.000004	0.000182	0.000000	0.000000	0.000000	0.000000	0.000201	0.000000
-0.073684	0.000000	0.000000	0.000165	0.000001	0.000002	0.003250	0.000002	0.000210	0.000296	0.000176	0.000000	0.000000	0.000000	0.000232	0.000212	0.000000	0.000005	0.000216	0.000000	0.000000	0.000000	0.000000	0.000238	0.000000
-0.070175	0.000000	0.000000	0.000197	0.000001	0.000003	0.003619	0.000002	0.000249	0.000347	0.000210	0.000000	0.000000	0.000000	0.000274	0.000251	0.000000	0.000006	0.000256	0.000000	0.000000	0.000000	0.000000	0.000280	0.000000
-0.066667	0.000000	0.000000	0.000235	0.000001	0.000004	0.004020	0.000003	0.000295	0.000406	0.000250	0.000000	0.000001	0.000000	0.000322	0.000297	0.000000	0.000007	0.000302	0.000000	0.000000	0.000000	0.000000	0.000329	0.000000
-0.063158	0.000000	0.000000	0.000280	0.000001	0.000005	0.004451	0.000004	0.000348	0.000474	0.000297	0.000000	0.000001	0.000001	0.000378	0.000350	0.000000	0.000009	0.000355	0.000000	0.000000	0.000000	0.000000	0.000386	0.000000
-0.059649	0.000000	0.000000	0.000331	0.000002	0.000006	0.004913	0.000005	0.000409	0.000552	0.000351	0.000001	0.000001	0.000001	0.000442	0.000412	0.000000	0.000012	0.000417	0.000000	0.000001	0.000000	0.000001	0.000452	0.000000
-0.056140	0.000000	0.000000	0.000392	0.000002	0.000008	0.005408	0.000006	0.000479	0.000640	0.000414	0.000001	0.000001	0.000001	0.000516	0.000482	0.000001	0.000015	0.000487	0.000000	0.000001	0.000000	0.000001	0.000527	0.000000
-0.052632	0.000000	0.000000	0.000461	0.000003	0.000010	0.005935	0.000008	0.000560	0.000741	0.000486	0.000001	0.000002	0.000001	0.000601	0.000563	0.000001	0.000018	0.000568	0.000000	0.000001	0.000000	0.000001	0.000612	0.000001
-0.049123	0.000000	0.000000	0.000541	0.000003	0.000012	0.006494	0.000010	0.000653	0.000855	0.000569	0.000001	0.000002	0.000002	0.000697	0.000656	0.000001	0.000023	0.000661	0.000000	0.000001	0.000001	0.000001	0.000709	0.000001
-0.045614	0.000000	0.000000	0.000633	0.000004	0.000015	0.007085	0.000013	0.000758	0.000984	0.000664	0.000002	0.000003	0.000002	0.000806	0.000761	0.000001	0.000028	0.000766	0.000000	0.000002	0.000001	0.000002	0.000819	0.000001
-0.042105	0.000000	0.000000	0.000738	0.000006	0.000018	0.007707	0.000017	0.000878	0.001130	0.000773	0.000002	0.000004	0.000003	0.000930	0.000881	0.000002	0.000035	0.000886	0.000001	0.000002	0.000001	0.000002	0.000944	0.000001
-0.038596	0.000000	0.000000	0.000858	0.000007	0.000023	0.008359	0.000021	0.001014	0.001294	0.000896	0.000003	0.000005	0.000003	0.001069	0.001017	0.000002	0.000043	0.001020	0.000001	0.000003	0.000002	0.000003	0.001084	0.000002
-0.035088	0.000000	0.000000	0.000994	0.000009	0.000028	0.009039	0.000026	0.001167	0.001478	0.001036	0.000004	0.000007	0.000004	0.001225	0.001170	0.000003	0.000053	0.001172	0.000001	0.000003	0.000002	0.000004	0.001241	0.000002
-0.031579	0.000000	0.000000	0.001148	0.000011	0.000034	0.009745	0.000032	0.001339	0.001684	0.001194	0.000005	0.000008	0.000006	0.001400	0.001342	0.000004	0.000065	0.001343	0.000001	0.000004	0.000003	0.000005	0.001417	0.000003
-0.028070	0.000000	0.000000	0.001322	0.000014	0.000042	0.010476	0.000040	0.001533	0.001913	0.001372	0.000006	0.000011	0.000007	0.001596	0.001535	0.000005	0.000080	0.001533	0.000002	0.000006	0.000003	0.000006	0.001612	0.000003
-0.024561	0.000000	0.000000	0.001516	0.000018	0.000051	0.011229	0.000050	0.001749	0.002169	0.001572	0.000008	0.000014	0.000009	0.001814	0.001751	0.000006	0.000098	0.001745	0.000002	0.000007	0.000004	0.000008	0.001830	0.000004
-0.021053	0.000000	0.000000	0.001734	0.000022	0.000063	0.012000	0.000062	0.001990	0.002453	0.001794	0.000010	0.000018	0.000012	0.002055	0.001991	0.000008	0.000119	0.001981	0.000003	0.000009	0.000006	0.000010	0.002071	0.000005
-0.017544	0.000000	0.000000	0.001977	0.000028	0.000076	0.012787	0.000076	0.002257	0.002767	0.002042	0.000013	0.000022	0.000015	0.002321	0.002257	0.000010	0.000145	0.002242	0.000004	0.000012	0.000007	0.000012	0.002337	0.000007
-0.014035	0.000000	0.000000	0.002247	0.000035	0.000092	0.013585	0.000094	0.002553	0.003113	0.002316	0.000017	0.000028	0.000019	0.002615	0.002552	0.000013	0.000176	0.002530	0.000005	0.000015	0.000009	0.000016	0.002629	0.000009
-0.010526	0.000000	0.000000	0.002545	0.000043	0.000111	0.014391	0.000115	0.002879	0.003495	0.002619	0.000022	0.000035	0.000024	0.002937	0.002876	0.000016	0.000212	0.002846	0.000006	0.000019	0.000012	0.000020	0.002949	0.000011
-0.007018	0.000000	0.000000	0.002873	0.000053	0.000134	0.015201	0.000140	0.003237	0.003914	0.002953	0.000027	0.000044	0.000030	0.003290	0.003233	0.000020	0.000256	0.003192	0.000008	0.000024	0.000015	0.000025	0.003298	0.000014
-0.003509	0.000000	0.000000	0.003234	0.000066	0.000160	0.016009	0.000170	0.003630	0.004373	0.003319	0.000034	0.000055	0.000038	0.003674	0.003623	0.000026	0.000308	0.003570	0.000010	0.000030	0.000019	0.000031	0.003678	0.000018
-0.000000	0.000000	0.000000	0.003628	0.000081	0.000192	0.016812	0.000207	0.004059	0.004875	0.003718	0.000043	0.000069	0.000048	0.004091	0.004049	0.000032	0.000369	0.003981	0.000013	0.000038	0.000024	0.000039	0.004090	0.000023
0.003509	0.000000	0.000000	0.004057	0.000100	0.000229	0.017604	0.000250	0.004526	0.005422	0.004152	0.000054	0.000086	0.000060	0.004543	0.004512	0.000041	0.000442	0.004427	0.000016	0.000047	0.000030	0.000049	0.004535	0.000028
0.007018	0.000000	0.000000	0.004523	0.000123	0.000272	0.018381	0.000302	0.005032	0.006017	0.004623	0.000068	0.000106	0.000075	0.005031	0.005014	0.000051	0.000527	0.004908	0.000020	0.000058	0.000038	0.000061	0.005014	0.000035
0.010526	0.000000	0.000000	0.005026	0.000150	0.000323	0.019137	0.000363	0.005579	0.006663	0.005132	0.000085	0.000131	0.000093	0.005557	0.005557	0.000063	0.000628	0.005426	0.000026	0.000073	0.000048	0.000075	0.005528	0.000044
0.014035	0.000000	0.000000	0.005568	0.000182	0.000381	0.019867	0.000435	0.006170	0.007362	0.005679	0.000105	0.000162	0.000115	0.006120	0.006141	0.000079	0.000745	0.005982	0.000032	0.000090	0.000060	0.000093	0.006078	0.000055
0.017544	0.000000	0.000000	0.006149	0.000221	0.000450	0.020568	0.000520	0.006804	0.008117	0.006265	0.000130	0.000199	0.000142	0.006721	0.006769	0.000097	0.000882	0.006576	0.000040	0.000111	0.000074	0.000115	0.006663	0.000068
0.021053	0.000000	0.000000	0.006769	0.000268	0.000528	0.021234	0.000620	0.007483	0.008931	0.006891	0.000161	0.000243	0.000175	0.007362	0.007441	0.000120	0.001041	0.007209	0.000050	0.000136	0.000092	0.000142	0.007284	0.000084
0.024561	0.000001	0.000000	0.007429	0.000324	0.000620	0.021861	0.000737	0.008208	0.009807	0.007557	0.000198	0.000297	0.000215	0.008043	0.008158	0.000148	0.001226	0.007881	0.000062	0.000167	0.000114	0.000174	0.007941	0.000104
0.028070	0.000001	0.000000	0.008128	0.000390	0.000724	0.022446	0.000873	0.008979	0.010748	0.008263	0.000243	0.000361	0.000263	0.008765	0.008920	0.000181	0.001440	0.008593	0.000076	0.000204	0.000141	0.000213	0.008634	0.000127
0.031579	0.000001	0.000000	0.008865	0.000468	0.000844	0.022984	0.001031	0.009798	0.011756	0.009008	0.000298	0.000438	0.000321	0.009526	0.009729	0.000222	0.001688	0.009344	0.000094	0.000249	0.000174	0.000259	0.009362	0.000156
0.035088	0.000001	0.000000	0.009641	0.000561	0.000981	0.023473	0.001214	0.010665	0.012834	0.009791	0.000363	0.000530	0.000390	0.010327	0.010585	0.000271	0.001972	0.010134	0.000116	0.000302	0.000213	0.000315	0.010124	0.000190
0.038596	0.000002	0.000000	0.010452	0.000669	0.001137	0.023911	0.001426	0.011580	0.013986	0.010612	0.000442	0.000638	0.000472	0.011168	0.011487	0.000329	0.002299	0.010963	0.000142	0.000366	0.000261	0.000382	0.010919	0.000232
0.042105	0.000003	0.000000	0.011299	0.000797	0.001315	0.024296	0.001670	0.012543	0.015214	0.011469	0.000535	0.000767	0.000571	0.012049	0.012437	0.000399	0.002672	0.011830	0.000174	0.000442	0.000318	0.000462	0.011747	0.000281
0.045614	0.000004	0.000000	0.012178	0.000946	0.001516	0.024627	0.001949	0.013553	0.016522	0.012361	0.000647	0.000920	0.000688	0.012968	0.013433	0.000483	0.003099	0.012734	0.000211	0.000533	0.000386	0.000556	0.012604	0.000341
0.049123	0.000005	0.000000	0.013088	0.001121	0.001743	0.024904	0.002269	0.014611	0.017912	0.013285	0.000779	0.001099	0.000826	0.013926	0.014475	0.000582	0.003585	0.013675	0.000257	0.000639	0.000468	0.000668	0.013491	0.000411
0.052632	0.000006	0.000000	0.014027	0.001323	0.001999	0.025128	0.002633	0.015716	0.019387	0.014240	0.000936	0.001309	0.000988	0.014922	0.015563	0.000699	0.004136	0.014651	0.000311	0.000766	0.000565	0.000800	0.014405	0.000494
0.056140	0.000008	0.000000	0.014990	0.001558	0.002286	0.025299	0.003046	0.016867	0.020951	0.015223	0.001121	0.001555	0.001180	0.015954	0.016696	0.000837	0.004759	0.015663	0.000375	0.000914	0.000680	0.000955	0.015345	0.000593
0.059649	0.000011	0.000000	0.015976	0.001829	0.002608	0.025422	0.003514	0.018065	0.022607	0.016233	0.001338	0.001841	0.001403	0.017023	0.017875	0.001000	0.005463	0.016708	0.000452	0.001088	0.000816	0.001136	0.016308	0.000709
0.063158	0.000014	0.000000	0.016982	0.002141	0.002967	0.025498	0.004043	0.019307	0.024358	0.017266	0.001592	0.002173	0.001664	0.018128	0.019098	0.001190	0.006255	0.017787	0.000542	0.001292	0.000977	0.001348	0.017293	0.000845
0.066667	0.000019	0.000000	0.018004	0.002500	0.003367	0.025532	0.004637	0.020595	0.026207	0.018320	0.001889	0.002558	0.001968	0.019269	0.020365	0.001413	0.007144	0.018899	0.000648	0.001528	0.001165	0.001595	0.018299	0.001005
0.070175	0.000025	0.000000	0.019040	0.002910	0.003812	0.025529	0.005303	0.021928	0.028158	0.019393	0.002234	0.003001	0.002320	0.020446	0.021675	0.001673	0.008139	0.020044	0.000772	0.001803	0.001385	0.001881	0.019323	0.001191
0.073684	0.000032	0.000000	0.020088	0.003379	0.004304	0.025495	0.006047	0.023305	0.030214	0.020483	0.002634	0.003511	0.002726	0.021658	0.023029	0.001974	0.009249	0.021223	0.000917	0.002122	0.001642	0.002212	0.020365	0.001408
0.077193	0.000041	0.000000	0.021143	0.003912	0.004849	0.025437	0.006875	0.024726	0.032380	0.021588	0.003096	0.004095	0.003194	0.022907	0.024427	0.002322	0.010485	0.022436	0.001087	0.002489	0.001940	0.002593	0.021424	0.001659
0.080702	0.000053	0.000000	0.022206	0.004517	0.005449	0.025364	0.007795	0.026192	0.034657	0.022707	0.003628	0.004762	0.003730	0.024194	0.025868	0.002724	0.011855	0.023685	0.001284	0.002911	0.002285	0.003031	0.022500	0.001949
0.084211	0.000068	0.000000	0.023273	0.005200	0.006110	0.025282	0.008812	0.027703	0.037050	0.023838	0.004238	0.005520	0.004343	0.025520	0.027354	0.003186	0.013371	0.024971	0.001512	0.003395	0.002684	0.003532	0.023592	0.002283
0.087719	0.000087	0.000000	0.024344	0.005971	0.006834	0.025202	0.009934	0.029261	0.039562	0.024980	0.004936	0.006381	0.005041	0.026886	0.028885	0.003715	0.015044	0.026297	0.001775	0.003948	0.003142	0.004103	0.024701	0.002666
0.091228	0.000111	0.000000	0.025418	0.006837	0.007627	0.025134	0.011166	0.030865	0.042196	0.026135	0.005732	0.007353	0.005834	0.028297	0.030462	0.004319	0.016884	0.027667	0.002077	0.004577	0.003667	0.004753	0.025829	0.003105
0.094737	0.000140	0.000000	0.026496	0.007806	0.008494	0.025088	0.012516	0.032519	0.044955	0.027301	0.006635	0.008449	0.006730	0.029755	0.032087	0.005006	0.018902	0.029085	0.002424	0.005292	0.004266	0.005489	0.026979	0.003606
0.098246	0.000177	0.000000	0.027578	0.008890	0.009438	0.025076	0.013989	0.034225	0.047843	0.028482	0.007657	0.009679	0.007741	0.031263	0.033763	0.005785	0.021110	0.030556	0.002819	0.006100	0.004948	0.006320	0.028151	0.004175
0.101754	0.000223	0.000000	0.028668	0.010095	0.010466	0.025108	0.015592	0.035984	0.050862	0.029679	0.008810	0.011054	0.008877	0.032827	0.035492	0.006666	0.023517	0.032085	0.003270	0.007012	0.005722	0.007255	0.029352	0.004819
0.105263	0.000279	0.000000	0.029768	0.011433	0.011581	0.025198	0.017329	0.037801	0.054014	0.030896	0.010105	0.012588	0.010148	0.034451	0.037277	0.007658	0.026133	0.033681	0.003780	0.008036	0.006596	0.008304	0.030584	0.005547
0.108772	0.000348	0.000000	0.030882	0.012913	0.012789	0.025357	0.019206	0.039678	0.057301	0.032135	0.011556	0.014292	0.011565	0.036141	0.039121	0.008771	0.028970	0.035350	0.004358	0.009183	0.007580	0.009476	0.031854	0.006367
0.112281	0.000432	0.000000	0.032015	0.014545	0.014095	0.025597	0.021227	0.041621	0.060725	0.033403	0.013176	0.016178	0.013141	0.037903	0.041028	0.010017	0.032037	0.037101	0.005009	0.010464	0.008684	0.010781	0.033168	0.007287
0.115789	0.000535	0.000000	0.033173	0.016338	0.015504	0.025932	0.023396	0.043634	0.064285	0.034704	0.014976	0.018259	0.014887	0.039743	0.043003	0.011406	0.035341	0.038943	0.005739	0.011890	0.009919	0.012230	0.034534	0.008316
0.119298	0.000660	0.000000	0.034364	0.018304	0.017023	0.026375	0.025715	0.045722	0.067983	0.036045	0.016971	0.020547	0.016814	0.041669	0.045049	0.012950	0.038891	0.040887	0.006557	0.013470	0.011295	0.013833	0.035959	0.009463
0.122807	0.000810	0.000000	0.035596	0.020450	0.018656	0.026937	0.028186	0.047890	0.071817	0.037433	0.019174	0.023054	0.018933	0.043689	0.047172	0.014659	0.042693	0.042943	0.007469	0.015218	0.012822	0.015599	0.037454	0.010737
0.126316	0.000991	0.000000	0.036877	0.022788	0.020409	0.027631	0.030811	0.050143	0.075786	0.038876	0.021598	0.025789	0.021255	0.045809	0.049376	0.016546	0.046753	0.045122	0.008482	0.017143	0.014512	0.017539	0.039026	0.012148
0.129825	0.001208	0.000000	0.038219	0.025324	0.022288	0.028469	0.033590	0.052488	0.079887	0.040383	0.024255	0.028765	0.023790	0.048036	0.051666	0.018620	0.051075	0.047436	0.009605	0.019256	0.016374	0.019661	0.040688	0.013706
0.133333	0.001466	0.000000	0.039631	0.028068	0.024300	0.029463	0.036520	0.054930	0.084116	0.041963	0.027158	0.031989	0.026548	0.050379	0.054047	0.020893	0.055661	0.049895	0.010844	0.021569	0.018420	0.021976	0.042449	0.015420
0.136842	0.001773	0.000000	0.041125	0.031027	0.026449	0.030623	0.039599	0.057475	0.088467	0.043624	0.030316	0.035471	0.029537	0.052845	0.056524	0.023376	0.060512	0.052512	0.012208	0.024090	0.020658	0.024491	0.044322	0.017300
0.140351	0.002136	0.000000	0.042712	0.034207	0.028742	0.031962	0.042823	0.060129	0.092936	0.045377	0.033741	0.039218	0.032765	0.055439	0.059101	0.026077	0.065627	0.055298	0.013703	0.026831	0.023099	0.027214	0.046318	0.019354
0.143860	0.002563	0.000000	0.044406	0.037615	0.031185	0.033487	0.046188	0.062896	0.097514	0.047231	0.037441	0.043233	0.036238	0.058169	0.061783	0.029007	0.071003	0.058263	0.015337	0.029798	0.025750	0.030151	0.048449	0.021592
0.147368	0.003064	0.000000	0.046217	0.041253	0.033784	0.035210	0.049686	0.065781	0.102192	0.049196	0.041423	0.047521	0.039961	0.061039	0.064572	0.032172	0.076634	0.061416	0.017116	0.033001	0.028620	0.033308	0.050727	0.024021
0.150877	0.003650	0.000001	0.048158	0.045125	0.036544	0.037136	0.053311	0.068789	0.106960	0.051280	0.045692	0.052083	0.043936	0.064053	0.067472	0.035579	0.082514	0.064767	0.019048	0.036446	0.031715	0.036688	0.053163	0.026649
0.154386	0.004330	0.000001	0.050241	0.049234	0.039472	0.039275	0.057052	0.071922	0.111806	0.053493	0.050252	0.056918	0.048165	0.067215	0.070485	0.039234	0.088631	0.068324	0.021136	0.040137	0.035039	0.040293	0.055768	0.029483
0.157895	0.005119	0.000001	0.052476	0.053577	0.042572	0.041632	0.060899	0.075184	0.116717	0.055842	0.055104	0.062022	0.052646	0.070527	0.073612	0.043140	0.094974	0.072091	0.023388	0.044080	0.038598	0.044125	0.058553	0.032529
0.161404	0.006028	0.000002	0.054874	0.058155	0.045851	0.044211	0.064841	0.078576	0.121678	0.058334	0.060247	0.067390	0.057376	0.073987	0.076854	0.047299	0.101527	0.076074	0.025807	0.048275	0.042392	0.048181	0.061528	0.035791
0.164912	0.007072	0.000002	0.057444	0.062963	0.049311	0.047017	0.068866	0.082097	0.126674	0.060975	0.065676	0.073014	0.062349	0.077595	0.080209	0.051711	0.108274	0.080274	0.028397	0.052723	0.046422	0.052459	0.064699	0.039273
0.168421	0.008267	0.000003	0.060195	0.067995	0.052959	0.050052	0.072958	0.085748	0.131687	0.063771	0.071384	0.078881	0.067558	0.081349	0.083676	0.056374	0.115194	0.084691	0.031161	0.057423	0.050686	0.056953	0.068076	0.042976
0.171930	0.009628	0.000004	0.063133	0.073245	0.056797	0.053316	0.077104	0.089527	0.136700	0.066724	0.077363	0.084978	0.072990	0.085242	0.087251	0.061283	0.122265	0.089322	0.034100	0.062370	0.055181	0.061655	0.071662	0.046902
0.175439	0.011171	0.000006	0.066263	0.078703	0.060828	0.056809	0.081288	0.093428	0.141692	0.069837	0.083599	0.091287	0.078633	0.089268	0.090931	0.066432	0.129463	0.094163	0.037215	0.067558	0.059900	0.066556	0.075463	0.051049
0.178947	0.012915	0.000008	0.069588	0.084358	0.065054	0.060529	0.085494	0.097448	0.146643	0.073109	0.090075	0.097789	0.084471	0.093418	0.094710	0.071811	0.136761	0.099206	0.040505	0.072979	0.064835	0.071643	0.079480	0.055414
